age,gender,religion,spokenLanguage,education,numberOfChildren,channel,goodPlace,goodPlaceScore,badPlace,badPlaceScore,teacherFriendly,choose,createdTime,themeLevel,travelTime
60,Male,Taoism,Vietnamese,University,3,School Website,Chem Lab,10,Library,8,Strongly Disagree,No,28/01/2023,,
35,Female,Protestantism,English,University,4,Social Media,Chem Lab,0,Bio Lab,3,Disagree,No,29/01/2023,,
40,Female,Chinese God,Thai,Master or above,5,Friends/Extended Family/Neighbour,Hall,4,Chem Lab,0,Strongly Agree,Yes,29/01/2023,,
23,Male,Confucianism,English,Secondary School/Associate Degree/Diploma,2,Newspaper/ Magazine,Canteen,4,Hall,3,Strongly Agree,No Comment,29/01/2023,,
26,Male,Protestantism,English,Secondary School/Associate Degree/Diploma,5,Social Media,Chem Lab,1,VA room,1,Strongly Disagree,Yes,29/01/2023,,
48,Male,Chinese God,Filipino,University,5,Newspaper/ Magazine,Phy Lab,0,Canteen,10,Neutral,Yes,28/01/2023,,
28,Female,Catholicism,Vietnamese,University,4,Newspaper/ Magazine,Library,7,Basketball Court,2,Neutral,No,28/01/2023,,
51,Female,Islam,Cantonese,Master or above,2,Friends/Extended Family/Neighbour,Chem Lab,7,Phy Lab,7,Agree,Yes,28/01/2023,,
46,Male,Confucianism,Filipino,University,1,Friends/Extended Family/Neighbour,Basketball Court,1,Bio Lab,9,Strongly Agree,No,28/01/2023,,
46,Male,Chinese God,Filipino,Master or above,1,School Website,Library,4,Phy Lab,2,Agree,Yes,29/01/2023,,
49,Female,Confucianism,Filipino,Master or above,4,Social Media,Chem Lab,4,Hall,0,Strongly Agree,Yes,28/01/2023,,
46,Female,Islam,Indonesian,Master or above,1,Newspaper/ Magazine,Canteen,1,Basketball Court,0,Agree,Yes,28/01/2023,,
53,Female,Protestantism,Cantonese,Secondary School/Associate Degree/Diploma,4,Social Media,Hall,7,Hall,8,Neutral,No,29/01/2023,,
45,Female,Buddhism,Thai,Secondary School/Associate Degree/Diploma,2,Social Media,Bio Lab,10,VA room,8,Neutral,Yes,29/01/2023,,
45,Female,Catholicism,Mandarin,Primary School or below,4,Newspaper/ Magazine,Phy Lab,8,Library,6,Disagree,Yes,28/01/2023,,
37,Genderqueer,Islam,Vietnamese,University,0,Newspaper/ Magazine,Phy Lab,5,Library,2,Strongly Agree,No,29/01/2023,,
28,Agender,Confucianism,Cantonese,Secondary School/Associate Degree/Diploma,5,Friends/Extended Family/Neighbour,Canteen,8,Phy Lab,5,Disagree,No,28/01/2023,,
51,Male,Confucianism,English,Primary School or below,0,Friends/Extended Family/Neighbour,Phy Lab,4,Basketball Court,2,Agree,Yes,28/01/2023,,
42,Female,Taoism,English,Secondary School/Associate Degree/Diploma,3,Social Media,Phy Lab,1,Hall,9,Strongly Agree,Yes,29/01/2023,,
43,Male,Sikhism,English,Master or above,4,Social Media,Hall,3,Library,5,Disagree,No,28/01/2023,,
46,Male,Protestantism,Mandarin,Primary School or below,3,Friends/Extended Family/Neighbour,Basketball Court,9,Basketball Court,9,Strongly Disagree,No,29/01/2023,,
29,Male,Protestantism,Filipino,Master or above,3,Friends/Extended Family/Neighbour,Canteen,0,Canteen,3,Strongly Agree,No,28/01/2023,,
44,Female,Chinese God,Thai,Primary School or below,4,Newspaper/ Magazine,Phy Lab,10,Chem Lab,4,Disagree,No,29/01/2023,,
34,Polygender,Chinese God,Thai,Primary School or below,1,School Website,Phy Lab,5,VA room,1,Neutral,Yes,29/01/2023,,
58,Female,Hinduism,Thai,Secondary School/Associate Degree/Diploma,0,Newspaper/ Magazine,Library,5,Phy Lab,9,Strongly Agree,No,29/01/2023,,
44,Female,Hinduism,Mandarin,Primary School or below,2,Friends/Extended Family/Neighbour,Phy Lab,4,Canteen,8,Agree,No Comment,29/01/2023,,
60,Male,Taoism,English,Master or above,1,School Website,Phy Lab,0,VA room,2,Agree,Yes,29/01/2023,,
47,Female,Sikhism,English,University,4,Newspaper/ Magazine,Chem Lab,2,Basketball Court,3,Agree,Yes,28/01/2023,,
31,Female,Sikhism,Cantonese,Secondary School/Associate Degree/Diploma,4,Newspaper/ Magazine,VA room,7,Chem Lab,3,Strongly Agree,No,29/01/2023,,
27,Agender,Protestantism,Filipino,Secondary School/Associate Degree/Diploma,1,School Website,Library,7,Library,3,Disagree,Yes,28/01/2023,,
58,Male,Hinduism,Filipino,Secondary School/Associate Degree/Diploma,4,School Website,Library,8,Hall,10,Agree,No,29/01/2023,,
22,Female,Hinduism,Indonesian,Primary School or below,4,Friends/Extended Family/Neighbour,Canteen,2,Basketball Court,2,Disagree,No,29/01/2023,,
57,Female,Confucianism,Mandarin,University,4,Social Media,Canteen,0,Chem Lab,7,Disagree,No,28/01/2023,,
43,Male,Taoism,Mandarin,Secondary School/Associate Degree/Diploma,2,Social Media,Chem Lab,6,Bio Lab,2,Neutral,Yes,29/01/2023,,
45,Male,Protestantism,Thai,Master or above,2,School Website,Hall,5,VA room,2,Disagree,No,28/01/2023,,
34,Female,Hinduism,Indonesian,Primary School or below,2,Newspaper/ Magazine,Canteen,1,Bio Lab,10,Strongly Agree,No Comment,28/01/2023,,
43,Male,Catholicism,Mandarin,Primary School or below,2,Social Media,VA room,9,Chem Lab,5,Strongly Disagree,Yes,29/01/2023,,
49,Male,Catholicism,Vietnamese,Primary School or below,0,Friends/Extended Family/Neighbour,Chem Lab,6,Bio Lab,2,Neutral,No,29/01/2023,,
53,Female,Sikhism,Indonesian,University,3,Social Media,Library,0,Canteen,1,Strongly Agree,No Comment,29/01/2023,,
27,Female,Confucianism,Cantonese,University,1,School Website,Canteen,6,Library,1,Strongly Agree,Yes,29/01/2023,,
31,Female,Chinese God,Mandarin,Secondary School/Associate Degree/Diploma,4,Newspaper/ Magazine,VA room,5,Bio Lab,7,Agree,No,29/01/2023,,
25,Male,Islam,Indonesian,Primary School or below,2,School Website,Phy Lab,7,Bio Lab,6,Strongly Agree,Yes,28/01/2023,,
18,Male,Protestantism,Vietnamese,Secondary School/Associate Degree/Diploma,1,Social Media,VA room,8,VA room,9,Strongly Agree,Yes,28/01/2023,,
19,Female,Taoism,Cantonese,Secondary School/Associate Degree/Diploma,0,Friends/Extended Family/Neighbour,Canteen,0,Hall,8,Disagree,No,28/01/2023,,
35,Male,Buddhism,Vietnamese,Master or above,1,Friends/Extended Family/Neighbour,Bio Lab,9,VA room,2,Strongly Agree,No,28/01/2023,,
34,Female,Islam,Vietnamese,Master or above,3,Social Media,Basketball Court,6,Phy Lab,1,Neutral,No,29/01/2023,,
19,Female,Catholicism,Cantonese,Secondary School/Associate Degree/Diploma,1,Newspaper/ Magazine,VA room,2,Hall,0,Agree,No,28/01/2023,,
39,Female,Catholicism,Mandarin,Primary School or below,3,Newspaper/ Magazine,Chem Lab,8,VA room,10,Strongly Disagree,No,29/01/2023,,
42,Polygender,Taoism,English,Master or above,5,Friends/Extended Family/Neighbour,Hall,5,Phy Lab,5,Disagree,No Comment,29/01/2023,,
58,Female,Islam,Vietnamese,Secondary School/Associate Degree/Diploma,2,Friends/Extended Family/Neighbour,Hall,3,VA room,9,Neutral,No Comment,28/01/2023,,
59,Non-binary,Confucianism,Vietnamese,University,0,Newspaper/ Magazine,Hall,0,Chem Lab,0,Disagree,Yes,28/01/2023,,
57,Female,Sikhism,Thai,Master or above,5,Social Media,Hall,0,VA room,6,Neutral,Yes,29/01/2023,,
39,Female,Taoism,Mandarin,University,4,Friends/Extended Family/Neighbour,Library,0,Canteen,7,Agree,Yes,29/01/2023,,
50,Female,Buddhism,Cantonese,Primary School or below,4,Friends/Extended Family/Neighbour,Library,8,Bio Lab,2,Agree,No,28/01/2023,,
23,Female,Chinese God,Thai,Master or above,5,Newspaper/ Magazine,Library,2,Chem Lab,1,Strongly Agree,Yes,28/01/2023,,
23,Female,Taoism,Vietnamese,Master or above,1,Newspaper/ Magazine,Phy Lab,7,Library,3,Disagree,Yes,29/01/2023,,
29,Male,Catholicism,Mandarin,Primary School or below,1,Friends/Extended Family/Neighbour,Phy Lab,9,VA room,0,Disagree,Yes,28/01/2023,,
57,Female,Confucianism,Indonesian,Secondary School/Associate Degree/Diploma,0,Friends/Extended Family/Neighbour,Chem Lab,10,Phy Lab,8,Disagree,Yes,28/01/2023,,
57,Female,Hinduism,English,Secondary School/Associate Degree/Diploma,3,Social Media,Library,7,Phy Lab,1,Strongly Agree,No,29/01/2023,,
21,Male,Hinduism,Vietnamese,Master or above,5,School Website,Library,6,Chem Lab,6,Disagree,Yes,29/01/2023,,
51,Female,Catholicism,Filipino,Master or above,5,Social Media,Chem Lab,0,Bio Lab,3,Neutral,Yes,28/01/2023,,
21,Female,Buddhism,Filipino,Secondary School/Associate Degree/Diploma,4,School Website,Library,0,Phy Lab,5,Strongly Agree,No,29/01/2023,,
36,Male,Hinduism,Indonesian,University,1,Newspaper/ Magazine,Chem Lab,4,Chem Lab,10,Strongly Agree,Yes,28/01/2023,,
31,Female,Protestantism,Filipino,Secondary School/Associate Degree/Diploma,2,School Website,Bio Lab,2,Basketball Court,2,Disagree,Yes,28/01/2023,,
21,Female,Buddhism,Vietnamese,Primary School or below,2,Friends/Extended Family/Neighbour,Library,9,Basketball Court,2,Neutral,Yes,29/01/2023,,
23,Male,Catholicism,English,Secondary School/Associate Degree/Diploma,2,Newspaper/ Magazine,Bio Lab,4,Basketball Court,5,Neutral,Yes,29/01/2023,,
52,Male,Buddhism,Mandarin,University,5,School Website,Canteen,1,Phy Lab,0,Agree,Yes,29/01/2023,,
23,Female,Confucianism,Cantonese,Secondary School/Associate Degree/Diploma,3,Friends/Extended Family/Neighbour,Basketball Court,3,VA room,4,Neutral,No,28/01/2023,,
50,Male,Buddhism,Mandarin,University,1,Social Media,Phy Lab,8,Library,7,Strongly Agree,Yes,29/01/2023,,
43,Male,Protestantism,Mandarin,Master or above,3,School Website,Bio Lab,2,Chem Lab,6,Disagree,Yes,29/01/2023,,
46,Female,Islam,Filipino,Secondary School/Associate Degree/Diploma,1,Newspaper/ Magazine,VA room,6,Basketball Court,2,Disagree,No Comment,29/01/2023,,
34,Male,Chinese God,Vietnamese,Master or above,5,School Website,Basketball Court,7,Library,1,Strongly Agree,No,28/01/2023,,
35,Polygender,Chinese God,Mandarin,Master or above,4,School Website,Library,1,Canteen,1,Neutral,Yes,28/01/2023,,
43,Bigender,Protestantism,Filipino,University,4,Social Media,Hall,10,Hall,0,Strongly Disagree,No,28/01/2023,,
53,Female,Taoism,Indonesian,Primary School or below,4,Social Media,Canteen,7,VA room,5,Neutral,Yes,28/01/2023,,
33,Female,Buddhism,Thai,Secondary School/Associate Degree/Diploma,0,Friends/Extended Family/Neighbour,Hall,10,Canteen,4,Strongly Agree,No,28/01/2023,,
49,Male,Hinduism,Filipino,Secondary School/Associate Degree/Diploma,2,Newspaper/ Magazine,Basketball Court,8,VA room,8,Strongly Disagree,No,28/01/2023,,
53,Male,Sikhism,Thai,Primary School or below,5,School Website,Hall,7,Library,8,Agree,No,29/01/2023,,
31,Non-binary,Hinduism,English,Secondary School/Associate Degree/Diploma,0,Friends/Extended Family/Neighbour,VA room,3,Phy Lab,4,Strongly Disagree,Yes,29/01/2023,,
51,Female,Hinduism,Filipino,Master or above,0,Friends/Extended Family/Neighbour,Bio Lab,6,VA room,3,Disagree,Yes,28/01/2023,,
34,Female,Taoism,Filipino,University,0,School Website,Canteen,5,VA room,3,Strongly Agree,Yes,28/01/2023,,
53,Female,Protestantism,Mandarin,Secondary School/Associate Degree/Diploma,2,Newspaper/ Magazine,Canteen,0,Library,1,Disagree,No,28/01/2023,,
47,Male,Buddhism,Vietnamese,Secondary School/Associate Degree/Diploma,0,School Website,Chem Lab,10,Canteen,0,Strongly Agree,Yes,29/01/2023,,
24,Male,Protestantism,English,Primary School or below,0,Social Media,Phy Lab,2,Chem Lab,4,Neutral,Yes,28/01/2023,,
24,Female,Islam,Filipino,University,3,Newspaper/ Magazine,Hall,7,Chem Lab,3,Strongly Agree,No,28/01/2023,,
30,Male,Taoism,Indonesian,Master or above,5,Friends/Extended Family/Neighbour,Library,8,VA room,1,Neutral,No,29/01/2023,,
31,Female,Chinese God,Thai,Master or above,2,Friends/Extended Family/Neighbour,Canteen,3,Basketball Court,1,Disagree,No,29/01/2023,,
34,Female,Hinduism,English,Master or above,2,Social Media,Chem Lab,6,Bio Lab,9,Disagree,Yes,28/01/2023,,
24,Male,Islam,Mandarin,Secondary School/Associate Degree/Diploma,1,Newspaper/ Magazine,Chem Lab,6,Basketball Court,10,Agree,Yes,28/01/2023,,
57,Male,Islam,Mandarin,University,2,Social Media,VA room,7,VA room,10,Neutral,No,29/01/2023,,
30,Male,Chinese God,Vietnamese,University,3,Social Media,Hall,10,Phy Lab,2,Neutral,Yes,28/01/2023,,
32,Female,Islam,Vietnamese,Secondary School/Associate Degree/Diploma,0,Friends/Extended Family/Neighbour,Hall,5,Phy Lab,0,Agree,No Comment,28/01/2023,,
54,Female,Islam,Indonesian,Primary School or below,4,School Website,VA room,7,Library,8,Neutral,Yes,28/01/2023,,
60,Polygender,Buddhism,English,Secondary School/Associate Degree/Diploma,1,Newspaper/ Magazine,Phy Lab,6,Bio Lab,2,Strongly Disagree,No,28/01/2023,,
33,Male,Buddhism,English,Primary School or below,4,School Website,Bio Lab,6,Phy Lab,3,Strongly Disagree,Yes,28/01/2023,,
32,Male,Taoism,Vietnamese,Secondary School/Associate Degree/Diploma,3,Friends/Extended Family/Neighbour,VA room,1,Canteen,1,Strongly Agree,No,28/01/2023,,
40,Female,Catholicism,Filipino,Master or above,3,Newspaper/ Magazine,Library,9,Phy Lab,7,Strongly Disagree,No Comment,28/01/2023,,
49,Female,Protestantism,Cantonese,Primary School or below,3,Social Media,Library,7,VA room,4,Disagree,No,29/01/2023,,
27,Female,Hinduism,Vietnamese,Primary School or below,1,Social Media,Bio Lab,6,VA room,1,Agree,Yes,28/01/2023,,
38,Female,Buddhism,Indonesian,Master or above,3,Social Media,Hall,5,Phy Lab,7,Neutral,No,29/01/2023,,
43,Female,Islam,English,Primary School or below,0,School Website,Basketball Court,9,Chem Lab,6,Strongly Disagree,Yes,28/01/2023,,
48,Male,Protestantism,Mandarin,Primary School or below,3,Newspaper/ Magazine,Library,5,Canteen,10,Neutral,Yes,29/01/2023,,
51,Female,Chinese God,Cantonese,Secondary School/Associate Degree/Diploma,5,Newspaper/ Magazine,Library,5,Canteen,9,Strongly Agree,Yes,28/01/2023,,
21,Male,Catholicism,Thai,Secondary School/Associate Degree/Diploma,0,School Website,VA room,1,Bio Lab,3,Agree,Yes,29/01/2023,,
29,Male,Buddhism,Thai,Secondary School/Associate Degree/Diploma,5,School Website,Library,5,Bio Lab,1,Strongly Disagree,No,29/01/2023,,
58,Male,Islam,Indonesian,Master or above,0,School Website,Canteen,7,Basketball Court,4,Neutral,Yes,29/01/2023,,
53,Female,Protestantism,Thai,Master or above,3,School Website,VA room,6,VA room,5,Strongly Disagree,No,28/01/2023,,
51,Male,Buddhism,English,University,0,Newspaper/ Magazine,Basketball Court,6,VA room,2,Strongly Agree,No Comment,28/01/2023,,
52,Male,Chinese God,Thai,Master or above,4,School Website,Chem Lab,7,Canteen,2,Agree,No,29/01/2023,,
56,Male,Catholicism,Vietnamese,Master or above,0,Newspaper/ Magazine,VA room,7,Basketball Court,0,Agree,Yes,28/01/2023,,
49,Male,Confucianism,Thai,Secondary School/Associate Degree/Diploma,3,Friends/Extended Family/Neighbour,VA room,7,Basketball Court,2,Agree,Yes,29/01/2023,,
37,Female,Buddhism,English,Master or above,0,School Website,Canteen,9,Phy Lab,5,Neutral,Yes,29/01/2023,,
25,Male,Buddhism,Filipino,Master or above,0,Friends/Extended Family/Neighbour,VA room,5,Library,1,Agree,No,28/01/2023,,
34,Male,Confucianism,Vietnamese,Primary School or below,2,Newspaper/ Magazine,Bio Lab,4,VA room,4,Strongly Disagree,Yes,29/01/2023,,
28,Male,Buddhism,Vietnamese,Primary School or below,1,Newspaper/ Magazine,Hall,1,Library,8,Neutral,Yes,28/01/2023,,
31,Male,Hinduism,Cantonese,Master or above,3,Social Media,Hall,2,Library,5,Strongly Disagree,Yes,29/01/2023,,
35,Male,Hinduism,Vietnamese,Primary School or below,4,Newspaper/ Magazine,VA room,8,VA room,3,Disagree,No,29/01/2023,,
19,Genderqueer,Buddhism,Vietnamese,Master or above,0,Friends/Extended Family/Neighbour,Basketball Court,3,Hall,1,Agree,Yes,29/01/2023,,
51,Male,Confucianism,English,Secondary School/Associate Degree/Diploma,1,Newspaper/ Magazine,Basketball Court,10,Phy Lab,0,Strongly Agree,No,28/01/2023,,
42,Female,Buddhism,Thai,University,5,Social Media,Library,0,Phy Lab,3,Strongly Agree,Yes,29/01/2023,,
18,Male,Sikhism,Filipino,University,4,Friends/Extended Family/Neighbour,Chem Lab,5,Library,2,Strongly Agree,Yes,29/01/2023,,
37,Male,Confucianism,Filipino,University,1,Social Media,Library,2,Chem Lab,2,Disagree,No Comment,28/01/2023,,
43,Female,Chinese God,Indonesian,Primary School or below,1,Newspaper/ Magazine,Basketball Court,9,Hall,5,Strongly Disagree,No,28/01/2023,,
59,Non-binary,Hinduism,English,University,0,School Website,Bio Lab,10,Library,4,Agree,Yes,28/01/2023,,
34,Female,Hinduism,Cantonese,University,0,Friends/Extended Family/Neighbour,Bio Lab,3,Chem Lab,0,Strongly Agree,Yes,28/01/2023,,
46,Female,Islam,Mandarin,Primary School or below,4,Newspaper/ Magazine,Canteen,4,Basketball Court,0,Neutral,No,29/01/2023,,
18,Genderfluid,Hinduism,Cantonese,Secondary School/Associate Degree/Diploma,5,Social Media,Canteen,6,Library,6,Strongly Agree,Yes,28/01/2023,,
37,Female,Confucianism,Thai,Primary School or below,0,Newspaper/ Magazine,VA room,1,Phy Lab,9,Strongly Agree,Yes,28/01/2023,,
22,Male,Islam,Indonesian,University,2,Friends/Extended Family/Neighbour,Chem Lab,9,Hall,0,Strongly Disagree,Yes,28/01/2023,,
24,Female,Protestantism,Thai,Master or above,1,Friends/Extended Family/Neighbour,Hall,6,Basketball Court,9,Disagree,Yes,29/01/2023,,
36,Female,Catholicism,Thai,Primary School or below,1,Social Media,Canteen,10,Basketball Court,3,Strongly Disagree,Yes,28/01/2023,,
39,Agender,Catholicism,Indonesian,University,5,Friends/Extended Family/Neighbour,VA room,3,VA room,2,Strongly Agree,No,29/01/2023,,
50,Female,Hinduism,Cantonese,University,2,Social Media,Phy Lab,1,VA room,1,Agree,No,29/01/2023,,
22,Male,Catholicism,Vietnamese,University,0,School Website,Canteen,3,Bio Lab,2,Neutral,No,29/01/2023,,
59,Male,Catholicism,Thai,Master or above,4,Newspaper/ Magazine,Hall,6,Library,9,Strongly Agree,No,29/01/2023,,
42,Male,Chinese God,Cantonese,Master or above,2,Friends/Extended Family/Neighbour,Hall,7,Chem Lab,5,Disagree,No,28/01/2023,,
46,Male,Islam,English,Secondary School/Associate Degree/Diploma,0,Friends/Extended Family/Neighbour,Hall,7,Phy Lab,6,Disagree,Yes,29/01/2023,,
46,Bigender,Buddhism,Cantonese,Secondary School/Associate Degree/Diploma,4,Friends/Extended Family/Neighbour,Basketball Court,4,Canteen,5,Strongly Agree,Yes,29/01/2023,,
36,Genderqueer,Protestantism,Filipino,Secondary School/Associate Degree/Diploma,3,Newspaper/ Magazine,Bio Lab,1,Bio Lab,10,Neutral,Yes,29/01/2023,,
42,Female,Catholicism,Filipino,University,3,Social Media,Basketball Court,8,Canteen,9,Strongly Agree,No,28/01/2023,,
20,Female,Protestantism,English,Master or above,3,School Website,Library,9,Bio Lab,1,Neutral,Yes,29/01/2023,,
32,Male,Protestantism,English,University,2,Newspaper/ Magazine,Library,2,Phy Lab,6,Strongly Agree,No Comment,29/01/2023,,
25,Female,Taoism,Vietnamese,Primary School or below,0,Social Media,Hall,9,Basketball Court,4,Disagree,Yes,29/01/2023,,
47,Female,Chinese God,Thai,Secondary School/Associate Degree/Diploma,5,Friends/Extended Family/Neighbour,Phy Lab,8,Library,1,Disagree,Yes,29/01/2023,,
35,Male,Islam,Indonesian,Primary School or below,4,Friends/Extended Family/Neighbour,Hall,1,Basketball Court,10,Disagree,Yes,28/01/2023,,
54,Male,Chinese God,Filipino,Secondary School/Associate Degree/Diploma,4,Newspaper/ Magazine,Canteen,9,Chem Lab,2,Strongly Agree,No,29/01/2023,,
26,Female,Islam,Indonesian,Secondary School/Associate Degree/Diploma,1,Friends/Extended Family/Neighbour,Basketball Court,0,Library,9,Disagree,No,28/01/2023,,
34,Male,Catholicism,Mandarin,Primary School or below,5,Newspaper/ Magazine,Phy Lab,4,Phy Lab,6,Strongly Disagree,No,29/01/2023,,
47,Genderfluid,Confucianism,English,University,1,Social Media,VA room,2,Phy Lab,1,Disagree,Yes,28/01/2023,,
32,Female,Protestantism,Cantonese,University,3,School Website,Canteen,1,Phy Lab,9,Neutral,Yes,28/01/2023,,
26,Male,Confucianism,Indonesian,Master or above,1,Social Media,Phy Lab,4,Chem Lab,3,Strongly Agree,Yes,29/01/2023,,
50,Male,Protestantism,Indonesian,Secondary School/Associate Degree/Diploma,0,Friends/Extended Family/Neighbour,Bio Lab,3,Phy Lab,0,Neutral,No,29/01/2023,,
46,Female,Islam,Vietnamese,Secondary School/Associate Degree/Diploma,5,Social Media,Phy Lab,10,Bio Lab,10,Strongly Agree,No,28/01/2023,,
48,Female,Catholicism,Thai,Primary School or below,3,Friends/Extended Family/Neighbour,Bio Lab,1,Chem Lab,1,Agree,Yes,28/01/2023,,
39,Female,Hinduism,Vietnamese,Master or above,2,Friends/Extended Family/Neighbour,Basketball Court,10,Bio Lab,5,Neutral,Yes,29/01/2023,,
48,Female,Catholicism,Indonesian,University,2,School Website,Basketball Court,9,Chem Lab,0,Strongly Agree,Yes,28/01/2023,,
56,Female,Taoism,Vietnamese,Secondary School/Associate Degree/Diploma,5,School Website,Bio Lab,6,Library,5,Disagree,Yes,29/01/2023,,
